VERB,PP_ADJ_Count,Past_Participle,VERB_COUNT,Total_Count
deplore,4734,deplored,1616866,7654243644
cuff,42713,cuffed,179126,7651008838
unsay,182667,unsaid,41878,7649728626
disunite,53960,disunited,141646,7643218160
disinfect,22507,disinfected,338672,7622490704
kiss,804,kissed,9393285,7552201140
reign,1700,reigned,4439776,7547619200
hoist,5016,hoisted,1500441,7526212056
slacken,10754,slackened,695623,7480729742
overrule,5654,overruled,1322712,7478613648
uphold,1456,upheld,5120239,7455067984
bang,6347,banged,1174047,7451676309
last,582,lasted,12750690,7420901580
scandalize,24602,scandalized,301490,7417256980
resuscitate,20471,resuscitated,362161,7413797831
hike,5824,hiked,1272864,7413159936
imperil,20844,imperiled,354581,7390886364
persuade,599,persuaded,12335149,7388754251
upgrade,4296,upgraded,1705195,7325517720
comfort,2365,comforted,3090371,7308727415
dish,26868,dished,270905,7278675540
jacket,112651,jacketed,64523,7268580473
interview,1015,interviewed,7146096,7253287440
intimate,4189,intimated,1730313,7248281157
haul,2254,hauled,3215201,7247063054
yield,339,yielded,21347840,7236917760
conscript,39067,conscripted,184963,7225949521
underpay,183074,underpaid,39456,7223367744
glue,5601,glued,1288531,7217062131
crave,4638,craved,1552537,7200666606
fissure,70588,fissured,101858,7189952504
provision,26748,provisioned,268389,7178868972
crackle,12222,crackled,585796,7159598712
shackle,26147,shackled,273577,7153217819
retort,4943,retorted,1446058,7147864694
concatenate,51005,concatenated,140108,7146208540
espouse,4135,espoused,1727467,7143076045
indemnify,13156,indemnified,541845,7128512820
knead,13166,kneaded,538231,7086349346
approach,245,approached,28903365,7081324425
resort,1237,resorted,5718559,7073857483
barricade,29290,barricaded,241204,7064865160
sail,658,sailed,10734573,7063349034
hammer,4535,hammered,1542687,6996085545
cloister,203495,cloistered,34272,6974180640
depict,723,depicted,9638784,6968840832
surface,2186,surfaced,3175526,6941699836
misinform,34859,misinformed,198962,6935616358
exhilarate,23874,exhilarated,289954,6922361796
reef,46463,reefed,148852,6916110476
divest,6500,divested,1062210,6904365000
query,6265,queried,1100202,6892765530
score,1345,scored,5124465,6892405425
sense,1273,sensed,5413166,6890960318
bisect,15726,bisected,437980,6887673480
course,11707,coursed,587744,6880719008
unfasten,34948,unfastened,196864,6880003072
unman,215469,unmanned,31867,6866350623
collate,13351,collated,513618,6857313918
butt,18122,butted,378338,6856241236
mourn,2185,mourned,3115767,6807950895
range,447,ranged,15199420,6794140740
bail,10465,bailed,649143,6793281495
listen,203,listened,33445532,6789442996
crinkle,52600,crinkled,129042,6787609200
kidnap,6025,kidnapped,1126177,6785216425
mull,25207,mulled,268948,6779372236
acculturate,100067,acculturated,67632,6767731344
supplant,4542,supplanted,1488982,6762956244
outfit,20574,outfitted,328641,6761459934
wrench,8961,wrenched,754076,6757275036
shop,3466,shopped,1948413,6753199458
navigate,4255,navigated,1586928,6752378640
defy,2149,defied,3137843,6743224607
barter,11695,bartered,574734,6721514130
cave,19102,caved,351583,6715938466
botch,67410,botched,98725,6655052250
transfuse,36120,transfused,183813,6639325560
repay,1999,repaid,3321307,6639292693
dose,11968,dosed,554249,6633252032
elate,9798,elated,675684,6620351832
feminize,106427,feminized,62189,6618588703
curdle,41349,curdled,159919,6612490731
repatriate,21179,repatriated,311453,6596263087
elute,13961,eluted,471527,6582988447
blanket,28582,blanketed,230214,6579976548
tousle,84552,tousled,77413,6545423976
confederate,97116,confederated,67149,6521242284
tense,14273,tensed,456511,6515781503
comprise,511,comprised,12738582,6509415402
freckle,184471,freckled,35210,6495223910
requisition,18419,requisitioned,351885,6481369815
tickle,7989,tickled,809371,6466064919
impound,21779,impounded,296318,6453509722
parole,30583,paroled,210959,6451759097
proof,28995,proofed,221962,6435788190
comminute,107647,comminuted,59655,6421681785
canopy,83286,canopied,76865,6401778390
autograph,73023,autographed,87179,6366072117
portray,1069,portrayed,5939785,6349630165
apprentice,14534,apprenticed,436834,6348945356
certificate,115728,certificated,54847,6347333616
imitate,1166,imitated,5434517,6336646822
pervade,2698,pervaded,2341705,6317920090
recede,2942,receded,2142075,6301984650
derail,26890,derailed,234349,6301644610
indurate,228142,indurated,27558,6287137236
magnetize,12949,magnetized,484873,6278620477
linger,1805,lingered,3478277,6278289985
desolate,30025,desolated,209082,6277687050
shore,7115,shored,879271,6256013165
unveil,7283,unveiled,857450,6244808350
dimension,33971,dimensioned,183783,6243292293
allay,6232,allayed,1001747,6242887304
seam,37740,seamed,165385,6241629900
foreshorten,41044,foreshortened,151996,6238523824
doctor,22077,doctored,281375,6211915875
alternate,1775,alternated,3490383,6195429825
scalp,32980,scalped,187823,6194402540
wipe,1036,wiped,5946706,6160787416
petition,3943,petitioned,1562079,6159277497
remake,10647,remade,577287,6146374689
indoctrinate,23601,indoctrinated,260304,6143434704
hijack,24487,hijacked,250736,6139772432
blush,3306,blushed,1855264,6133502784
nerve,39516,nerved,155193,6132606588
stagnate,13871,stagnated,441638,6125960698
white,30963,whited,197388,6111724644
potentiate,23110,potentiated,264239,6106563290
undersign,493657,undersigned,12351,6097157607
deride,9655,derided,631293,6095133915
overcharge,32876,overcharged,184986,6081599736
err,3491,erred,1741482,6079513662
affront,19799,affronted,306222,6062889378
slow,994,slowed,6098256,6061666464
bump,4624,bumped,1308166,6048959584
encounter,394,encountered,15319898,6036039812
commingle,28847,commingled,208670,6019503490
prolapse,86167,prolapsed,69813,6015576771
agglutinate,31771,agglutinated,188326,5983305346
experiment,2374,experimented,2519825,5982064550
demote,25974,demoted,230068,5975786232
unfurl,19386,unfurled,308005,5970984930
harrow,16326,harrowed,364451,5950027026
ball,40082,balled,148213,5940673466
leer,29482,leed,201501,5940652482
mantle,39786,mantled,149258,5938378788
sin,2540,sinned,2337526,5937316040
embolden,13960,emboldened,420725,5873321000
overdraw,48962,overdrawn,119733,5862367146
desecrate,18601,desecrated,314879,5857064279
remunerate,26938,remunerated,217014,5845923132
deafen,33270,deafened,175707,5845771890
spurn,9335,spurned,625351,5837651585
truss,42896,trussed,135456,5810520576
ameliorate,6924,ameliorated,838874,5808363576
indispose,21423,indisposed,270748,5800234404
disown,10407,disowned,556399,5790444393
shun,3753,shunned,1542594,5789355282
overtax,44580,overtaxed,129753,5784388740
strive,691,striven,8345419,5766684529
counsel,2148,counselled,2683660,5764501680
undulate,42659,undulated,134712,5746679208
reactivate,17568,reactivated,325996,5727097728
flock,5731,flocked,998299,5721251569
mistreat,17557,mistreated,325845,5720860665
motor,16487,motored,345953,5703727111
sole,99507,soled,57250,5696775750
splatter,31006,splattered,183309,5683678854
lop,13891,lopped,408811,5678793601
grizzle,188588,grizzled,30108,5678007504
restate,6275,restated,901449,5656592475
squint,6735,squinted,839683,5655265005
renounce,1724,renounced,3280053,5654811372
excerpt,11961,excerpted,472341,5649670701
garrison,11190,garrisoned,504403,5644269570
mellow,19435,mellowed,289947,5635119945
brief,8385,briefed,670957,5625974445
whirl,3039,whirled,1848208,5616704112
clock,34100,clocked,164410,5606381000
jaundice,177717,jaundiced,31458,5590621386
cull,9016,culled,617011,5562971176
abrogate,7102,abrogated,782575,5557847650
sunder,33936,sundered,163577,5551149072
malt,38716,malted,142958,5534761928
despoil,13393,despoiled,413240,5534523320
sober,18706,sobered,295504,5527697824
pocket,11235,pocketed,489893,5503947855
scribe,24962,scribed,220158,5495583996
couch,6359,couched,863728,5492446352
whet,16318,whetted,336567,5492100306
praise,879,praised,6244133,5488592907
rejoice,1084,rejoiced,5058152,5483036768
misconceive,32859,misconceived,166270,5463465930
pore,10332,pored,528493,5460389676
stammer,6002,stammered,905416,5434306832
fictionalize,111522,fictionalized,48484,5407032648
escalate,4188,escalated,1285317,5382907596
yearn,5156,yearned,1038725,5355666100
jar,9612,jarred,556221,5346396252
tour,2912,toured,1835337,5344501344
fume,13631,fumed,392000,5343352000
gorge,16456,gorged,324683,5342983448
condone,7120,condoned,746176,5312773120
boycott,10060,boycotted,527977,5311448620
clump,30611,clumped,172643,5284774873
founder,14384,foundered,366517,5271980528
emblazon,21187,emblazoned,248635,5267829745
furl,39763,furled,132474,5267563662
pole,20415,poled,257960,5266253400
conflate,16901,conflated,311156,5258847556
glaciate,74441,glaciated,70344,5236477704
tack,7844,tacked,667023,5232128412
incite,3504,incited,1491063,5224684752
requite,21215,requited,245940,5217617100
bedeck,33684,bedecked,154641,5208927444
purloin,47702,purloined,109075,5203095650
equal,865,equaled,6010596,5199165540
witness,522,witnessed,9953100,5195518200
flame,9094,flamed,570575,5188809050
westernize,186271,westernized,27847,5187088537
relegate,3740,relegated,1386639,5186029860
disassemble,25180,disassembled,205952,5185871360
field,4561,fielded,1136167,5182057687
crochet,55513,crocheted,92962,5160599506
deactivate,26071,deactivated,197590,5151368890
nauseate,31039,nauseated,165704,5143286456
marshal,6472,marshalled,794184,5139958848
growl,3646,growled,1408892,5136820232
chalk,16630,chalked,307560,5114722800
tackle,1790,tackled,2845375,5093221250
pasteurize,25035,pasteurized,201820,5052563700
beseech,3206,besought,1575178,5050020668
repent,2453,repented,2056885,5045538905
shingle,65668,shingled,76790,5042645720
sicken,9425,sickened,533192,5025334600
jaw,107189,jawed,46798,5016230822
pester,15313,pestered,326987,5007151931
wield,2501,wielded,2002030,5007077030
transpire,4624,transpired,1080625,4996810000
preside,1059,presided,4713684,4991791356
evince,2985,evinced,1669484,4983409740
dart,2834,darted,1756260,4977240840
annul,4738,annulled,1049971,4974762598
recline,6781,reclined,733340,4972778540
abolish,741,abolished,6704052,4967702532
gum,50851,gummed,97516,4958786116
underscore,2716,underscored,1821129,4946186364
materialize,3917,materialized,1262454,4945032318
mutter,1397,muttered,3532570,4935000290
paper,33298,papered,148039,4929402622
succumb,2348,succumbed,2097454,4924821992
pilot,11493,piloted,427912,4917992616
counterfeit,15377,counterfeited,319486,4912736222
hoe,16819,hoed,291547,4903528993
transact,4087,transacted,1197587,4894538069
avenge,3408,avenged,1435009,4890510672
swirl,4099,swirled,1190665,4880535835
thresh,10128,threshed,481106,4872641568
scuff,41247,scuffed,118118,4872013146
distrust,4800,distrusted,1012616,4860556800
bully,4753,bullied,1020642,4851111426
cremate,19903,cremated,243604,4848450412
unseal,120995,unsealed,40031,4843550845
penetrate,553,penetrated,8755313,4841688089
interdict,19079,interdicted,253602,4838472558
mire,18418,mired,262275,4830580950
introvert,212449,introverted,22662,4814519238
verbalize,11420,verbalized,421456,4813027520
eradicate,3058,eradicated,1565918,4788577244
search,324,searched,14769957,4785466068
jump,441,jumped,10824529,4773617289
warn,356,warned,13403311,4771578716
depute,11198,deputed,424888,4757895824
prosper,2085,prospered,2277048,4747645080
universalize,36592,universalized,129510,4739029920
out,5050,outed,938318,4738505900
zoom,8492,zoomed,555540,4717645680
embroil,9457,embroiled,498529,4714588753
inculcate,3681,inculcated,1279286,4709051766
buffer,7045,buffed,668275,4707997375
hash,35910,hashed,130863,4699290330
precede,252,preceded,18638269,4696843788
assay,6374,assayed,735981,4691142894
flour,118957,floured,39383,4684883531
vaporize,12419,vaporized,376481,4675517539
scold,3610,scolded,1294218,4672126980
revile,9127,reviled,511313,4666753751
besiege,2251,besieged,2071988,4664044988
house,972,housed,4792056,4657878432
closet,34881,closeted,133447,4654764807
twine,55006,twined,84438,4644596628
gut,57252,gutted,80890,4631114280
shower,4211,showered,1099675,4630731425
keel,30183,keeled,153238,4625182554
vitrify,77812,vitrified,59426,4624055912
scrap,1892,scrapped,2428173,4594103316
latch,14779,latched,310490,4588731710
sentence,1502,sentenced,3040265,4566478030
poke,2681,poked,1695018,4544343258
intuit,22408,intuited,202155,4529889240
preordain,82256,preordained,54963,4521036528
hobble,9427,hobbled,478804,4513685308
tinge,102562,tinged,43946,4507189652
lime,32582,limed,138049,4497912518
tunnel,7486,tunnelled,599884,4490731624
jerk,2395,jerked,1872535,4484721325
mimic,3125,mimicked,1433880,4480875000
unseat,23976,unseated,186646,4475024496
inebriate,57062,inebriated,78173,4460707726
constipate,43215,constipated,103176,4458750840
collaborate,2291,collaborated,1935030,4433153730
subject,414,subjected,10692452,4426675128
curtail,2449,curtailed,1805623,4421970727
democratize,20675,democratized,213833,4420997275
sieve,26828,sieved,164199,4405130772
quit,630,quitted,6979766,4397252580
grab,686,grabbed,6403054,4392495044
abound,1241,abounded,3531785,4382945185
abet,7395,abetted,591883,4376974785
arouse,560,aroused,7803129,4369752240
emulsify,27070,emulsified,161069,4360137830
brandish,8111,brandished,537204,4357261644
paraphrase,4530,paraphrased,959323,4345733190
misapply,20282,misapplied,213920,4338725440
redistribute,5915,redistributed,732100,4330371500
enunciate,4258,enunciated,1015417,4323645586
nap,16497,napped,261919,4320877743
wage,8936,waged,483219,4318044984
slough,14767,sloughed,292340,4316984780
sanitize,30446,sanitized,141336,4303115856
dupe,11198,duped,384179,4302036442
console,2697,consoled,1591938,4293456786
herd,6048,herded,708942,4287681216
intrigue,4049,intrigued,1058918,4287558982
toughen,20518,toughened,208787,4283891666
sully,17719,sullied,240254,4257060626
recurve,101171,recurved,42015,4250699565
breathe,397,breathed,10691690,4244600930
needle,17908,needled,236129,4228598132
resettle,12246,resettled,345231,4227698826
yell,993,yelled,4246789,4217061477
lecture,1568,lectured,2682381,4205973408
pinpoint,5026,pinpointed,832782,4185562332
pipe,103138,piped,40448,4171725824
adjudicate,6054,adjudicated,688885,4170509790
benumb,31536,benumbed,131964,4161616704
soothe,2210,soothed,1876977,4148119170
cork,45192,corked,91763,4146953496
festoon,20549,festooned,201368,4137911032
vulcanize,48979,vulcanized,84456,4136570424
trick,5254,tricked,786910,4134425140
nick,24092,nicked,171577,4133633084
encamp,3301,encamped,1251131,4129983431
caricature,15332,caricatured,269192,4127251744
unhinge,39155,unhinged,105359,4125331645
chagrin,21410,chagrined,192603,4123630230
foliate,118279,foliated,34846,4121550034
depersonalize,66982,depersonalized,61379,4111288178
fumble,4854,fumbled,845696,4105008384
culminate,1470,culminated,2792231,4104579570
impale,13130,impaled,311820,4094196600
parse,7403,parsed,552613,4090994039
demilitarize,127283,demilitarized,32069,4081838527
plank,31538,planked,128851,4063702838
befuddle,78011,befuddled,52084,4063124924
subcontract,19561,subcontracted,206792,4045058312
demobilize,34109,demobilized,118396,4038369164
lever,22121,levered,182542,4038011582
fast,4580,fasted,880834,4034219720
anglicize,37449,anglicized,107590,4029137910
exist,44,existed,91523378,4027028632
overstrain,78665,overstrained,51182,4026232030
earth,27367,earthed,146805,4017612435
welcome,498,welcomed,8066949,4017340602
exit,2127,exited,1887995,4015765365
snare,15516,snared,258733,4014501228
matriculate,19293,matriculated,207683,4006828119
girdle,19563,girdled,204762,4005759006
reaffirm,2680,reaffirmed,1491278,3996625040
reimburse,4397,reimbursed,908711,3995602267
crimp,31998,crimped,124604,3987078792
swim,501,swum,7957987,3986951487
snip,10872,snipped,366585,3985512120
fixate,11872,fixated,335306,3980752832
expound,2045,expounded,1946191,3979960595
gravel,43065,gravelled,92358,3977397270
object,512,objected,7754070,3970083840
spiritualize,24616,spiritualized,161264,3969674624
adduce,2508,adduced,1581180,3965599440
retell,7621,retold,519035,3955565735
flop,7736,flopped,508836,3936355296
atomize,25197,atomized,156182,3935317854
rest,152,rested,25881370,3933968240
arbitrate,8845,arbitrated,443758,3925039510
dovetail,16704,dovetailed,234644,3919493376
impugn,10663,impugned,366522,3908224086
deprecate,5603,deprecated,696807,3904209621
near,1690,neared,2302617,3891422730
outlive,5439,outlived,712920,3877571880
patrol,4316,patrolled,897882,3875258712
hug,1673,hugged,2314018,3871352114
dissemble,12287,dissembled,314210,3860698270
boast,856,boasted,4506393,3857472408
militarize,46333,militarized,83067,3848743311
fog,18598,fogged,206919,3848279562
macerate,31208,macerated,123260,3846698080
huddle,2963,huddled,1289960,3822151480
puddle,40858,puddled,93423,3817076934
dehumanize,23116,dehumanized,165103,3816520948
trip,4113,tripped,926432,3810414816
evidence,1160,evidenced,3280485,3805362600
goad,7677,goaded,494488,3796184376
yoke,11364,yoked,332289,3776132196
gouge,13978,gouged,269896,3772606288
interchange,6692,interchanged,563581,3771484052
plight,58363,plighted,64379,3757351577
bale,26686,baled,140271,3743271906
refund,5944,refunded,627631,3730638664
garnish,7533,garnished,493806,3719840598
loose,2773,loosed,1337434,3708704482
notate,29527,notated,125566,3707587282
camp,1809,camped,2047121,3703241889
sandwich,11830,sandwiched,312616,3698247280
unbend,43992,unbent,84066,3698231472
conventionalize,159286,conventionalized,23204,3696072344
amortize,9577,amortized,385303,3690046831
garner,5532,garnered,665331,3680611092
collimate,97867,collimated,37597,3679505599
outwear,149901,outworn,24529,3676921629
internationalize,31024,internationalized,118333,3671162992
stencil,21556,stencilled,170101,3666697156
total,1318,totalled,2775999,3658766682
twill,20674,twilled,176554,3650077396
graph,6449,graphed,564072,3637700328
glitter,1615,glittered,2246870,3628695050
overawe,10854,overawed,333381,3618517374
invade,607,invaded,5957143,3615985801
tick,4051,ticked,892351,3614913901
disprove,3240,disproved,1110193,3597025320
penalize,5481,penalized,654203,3585686643
raid,2427,raided,1476173,3582671871
chirp,11005,chirped,325153,3578308765
hallucinate,26057,hallucinated,137162,3574030234
grumble,2683,grumbled,1330175,3568859525
slander,9988,slandered,357080,3566515040
inset,26505,inset,134494,3564763470
nickname,6294,nicknamed,566084,3562932696
extirpate,7981,extirpated,446246,3561489326
translocate,24389,translocated,145859,3557355151
devise,424,devised,8365755,3547080120
home,23497,homed,150872,3545039384
hum,2697,hummed,1314287,3544632039
site,22343,sited,158333,3537634219
pare,26568,pared,132489,3519967752
predate,7545,predated,465386,3511337370
tempt,596,tempted,5886443,3508320028
salute,1883,saluted,1863136,3508285088
receipt,19135,receipted,183332,3508057820
waft,5586,wafted,627970,3507840420
propound,3090,propounded,1134851,3506689590
scrape,6095,scraped,575228,3506014660
recur,1027,recurred,3388887,3480386949
dub,2860,dubbed,1214234,3472709240
unleash,3465,unleashed,995536,3449532240
muzzle,23412,muzzled,147148,3445028976
syncopate,105301,syncopated,32527,3425125627
pause,517,paused,6593975,3409085075
prorate,27989,prorated,121483,3400187687
progress,579,progressed,5861773,3393966567
unbridle,480435,unbridled,7061,3392351535
chin,25299,chinned,133888,3387232512
surmise,3110,surmised,1086743,3379770730
singe,42395,singed,79664,3377355280
particularize,11442,particularized,292724,3349348008
braise,31759,braised,105376,3346636384
swap,4337,swapped,770289,3340743393
ambush,8805,ambushed,379095,3337931475
rob,715,robbed,4659253,3331365895
beach,17832,beached,186347,3322939704
blank,10732,blanked,309373,3320191036
idolize,13537,idolized,245237,3319773269
ditch,18230,ditched,181862,3315344260
complain,238,complained,13926284,3314455592
post,583,posted,5662660,3301330780
enthuse,14880,enthused,221720,3299193600
differ,121,differed,27220055,3293626655
hound,9199,hounded,357893,3292257707
groan,1491,groaned,2207665,3291628515
connote,4500,connoted,730182,3285819000
faint,3306,fainted,992416,3280927296
jeopardize,2759,jeopardized,1185024,3269481216
nullify,3751,nullified,871517,3269060267
chelate,27024,chelated,120690,3261526560
gesture,3159,gestured,1032241,3260849319
underestimate,1590,underestimated,2048241,3256703190
shout,304,shouted,10711070,3256165280
recondition,24727,reconditioned,131372,3248435444
wrest,3207,wrested,1009296,3236812272
reinvigorate,18230,reinvigorated,177551,3236754730
milk,3161,milked,1020596,3226103956
chafe,5495,chafed,587075,3225977125
serialize,15149,serialized,212493,3219056457
excel,1377,excelled,2333558,3213309366
disorientate,70645,disoriented,45476,3212652020
blotch,39333,blotched,81483,3204970839
interject,6697,interjected,477492,3197763924
stow,4317,stowed,740690,3197558730
mismanage,21674,mismanaged,146819,3182155006
narrow,811,narrowed,3919256,3178516616
palm,11089,palmed,285941,3170799749
ejaculate,8438,ejaculated,375206,3165988228
massage,5715,massaged,553416,3162772440
hamstring,19737,hamstrung,160177,3161413449
rekindle,8459,rekindled,372997,3155181623
scavenge,11845,scavenged,265918,3149798710
adjudge,3974,adjudged,792424,3149092976
proceed,99,proceeded,31772696,3145496904
erase,1415,erased,2222243,3144473845
mummify,96251,mummified,32644,3142017644
usher,1866,ushered,1680255,3135355830
subpoena,16802,subpoenaed,185955,3124415910
disincline,10459,disinclined,298458,3121572222
stint,43994,stinted,70946,3121198324
repulse,2509,repulsed,1243494,3119926446
refill,5858,refilled,531019,3110709302
glass,41508,glassed,74900,3108949200
superannuate,138019,superannuated,22475,3101977025
suffice,585,sufficed,5298528,3099638880
intermarry,8972,intermarried,344620,3091930640
underpin,3802,underpinned,811343,3084726086
acidulate,45297,acidulated,68071,3083412087
typify,2654,typified,1154158,3063135332
chronicle,4401,chronicled,695351,3060239751
waken,5269,wakened,580423,3058248787
squat,2648,squatted,1153207,3053692136
grout,16700,grouted,182720,3051424000
fool,1827,fooled,1669473,3050127171
climb,244,climbed,12477349,3044473156
steel,9628,steeled,314519,3028188932
engorge,25525,engorged,118435,3023053375
disquiet,13822,disquieted,218223,3016278306
spur,1778,spurred,1696192,3015829376
gazette,20459,gazetted,147121,3009948539
microfilm,20941,microfilmed,143600,3007127600
reticulate,106622,reticulated,28174,3003968228
understate,5230,understated,573169,2997673870
boost,1732,boosted,1726925,2991034100
gag,5644,gagged,528216,2981251104
cantilever,59509,cantilevered,50000,2975450000
sob,1874,sobbed,1587472,2974922528
unburden,15274,unburdened,194461,2970197314
sauce,7216,sauced,411476,2969210816
honeycomb,25066,honeycombed,118401,2967839466
unsheathe,35964,unsheathed,82150,2954442600
brake,7641,braked,386258,2951397378
paddle,3568,paddled,827068,2950978624
deliberate,3762,deliberated,782813,2944942506
wrack,19361,wracked,152098,2944769378
typeset,13919,typeset,211346,2941724974
crouch,1704,crouched,1722417,2934998568
rouge,29770,rouged,98562,2934190740
gloss,5032,glossed,582850,2932901200
victimize,4912,victimized,595653,2925847536
maroon,19728,marooned,148292,2925504576
overpay,25329,overpaid,115473,2924815617
slope,122564,sloped,23800,2917023200
reheat,10502,reheated,277577,2915113654
pension,27897,pensioned,104346,2910940362
strangulate,84424,strangulated,34473,2910348552
winter,7125,wintered,408374,2909664750
rebuke,2388,rebuked,1218403,2909546364
concede,614,conceded,4734786,2907158604
clash,2699,clashed,1072487,2894642413
float,334,floated,8657928,2891747952
ostracize,13063,ostracized,221248,2890162624
enfranchise,10000,enfranchised,288661,2886610000
exhume,14390,exhumed,200276,2881971640
dangle,2087,dangled,1377554,2874955198
smile,133,smiled,21603686,2873290238
warehouse,7760,warehoused,369907,2870478320
glut,15436,glutted,185742,2867113512
depolarize,13712,depolarized,208017,2852329104
mulch,19710,mulched,144679,2851623090
dare,232,dared,12276763,2848209016
excoriate,17709,excoriated,160828,2848103052
stutter,6751,stuttered,421743,2847186993
compost,13933,composted,204293,2846414369
appease,2203,appeased,1291876,2846002828
japan,35236,japanned,80734,2844743224
loathe,4002,loathed,709789,2840575578
stiffen,2121,stiffened,1325608,2811614568
disdain,3411,disdained,823835,2810101185
storm,1720,stormed,1630359,2804217480
muse,2141,mused,1306823,2797908043
sublime,28207,sublimed,99124,2795990668
subtend,9363,subtended,298621,2795988423
sire,7348,sired,380490,2795840520
acetylate,50019,acetylated,55558,2778955602
incriminate,9667,incriminated,287019,2774612673
daub,13275,daubed,207411,2753381025
vacate,2127,vacated,1292837,2749864299
simmer,2896,simmered,949307,2749193072
nibble,4887,nibbled,561641,2744739567
benefit,269,benefited,10195330,2742543770
gore,14261,gored,191748,2734518228
denounce,578,denounced,4727844,2732693832
troll,16658,trolled,163290,2720084820
pity,2904,pitied,935569,2716892376
lithograph,38049,lithographed,71148,2707110252
winnow,15610,winnowed,173407,2706883270
transect,24012,transected,112709,2706368508
snow,4855,snowed,554245,2690859475
unplug,23615,unplugged,113914,2690079110
bowl,4972,bowled,540862,2689165864
sedate,19689,sedated,136567,2688867663
acquit,1626,acquitted,1648539,2680524414
gall,7973,galled,335153,2672174869
enervate,14029,enervated,190244,2668933076
referee,26440,refereed,100657,2661371080
sparkle,1656,sparkled,1606557,2660458392
gas,8272,gassed,320365,2650059280
immortalize,6623,immortalized,399416,2645332168
team,4644,teamed,569405,2644316820
drift,514,drifted,5137952,2640907328
swaddle,14241,swaddled,184318,2624872638
rip,1177,ripped,2228977,2623505929
jangle,15285,jangled,171518,2621652630
bate,78110,bated,33518,2618090980
nonplus,22047,nonplussed,118617,2615148999
untangle,13229,untangled,197487,2612555523
vilify,9218,vilified,282167,2601015406
flow,124,flowed,20948106,2597565144
brocade,85552,brocaded,30297,2591968944
chamfer,43421,chamfered,59497,2583419237
footnote,4715,footnoted,547876,2583235340
rejoin,1338,rejoined,1928252,2580001176
rein,4766,reined,540960,2578215360
canter,14190,canted,181422,2574378180
preface,2156,prefaced,1190672,2567088832
replay,7845,replayed,326774,2563542030
prostitute,18020,prostituted,141886,2556785720
regurgitate,19640,regurgitated,129568,2544715520
lyophilize,45149,lyophilized,56011,2528840639
wrestle,1383,wrestled,1825175,2524217025
joke,1465,joked,1714335,2511500775
groin,49868,groined,50341,2510404988
pan,4923,panned,509745,2509474635
sprawl,2389,sprawled,1050219,2508973191
torpedo,12177,torpedoed,204538,2490659226
throttle,10401,throttled,239218,2488106418
rat,615,ratted,4043670,2486857050
collide,2322,collided,1070664,2486081808
assent,1616,assented,1532082,2475844512
broach,4040,broached,612293,2473663720
picket,10357,picketed,238420,2469315940
endure,281,endured,8765289,2463046209
unfreeze,72376,unfrozen,33876,2451809376
lactate,9699,lactated,252074,2444865726
thrive,844,thriven,2891186,2440160984
foreclose,4043,foreclosed,602705,2436736315
suckle,4394,suckled,551115,2421599310
smell,455,smelled,5320870,2420995850
shudder,1309,shuddered,1836896,2404496864
impeach,3222,impeached,745926,2403373572
greet,356,greeted,6743477,2400677812
absolve,2729,absolved,878954,2398665466
rough,9837,roughed,242360,2384095320
rerun,29048,rerun,81779,2375516392
hitch,3010,hitched,787254,2369634540
stomach,8351,stomached,283349,2366247499
slash,2313,slashed,1022599,2365271487
compartmentalize,12895,compartmentalized,183004,2359836580
slop,1123,slopped,2098631,2356762613
muddy,22656,muddied,103924,2354502144
jilt,22569,jilted,104172,2351057868
startle,647,startled,3632374,2350145978
buffet,6697,buffeted,350306,2345999282
pant,1777,panted,1318849,2343594673
edify,6046,edified,387277,2341476742
uncoil,22811,uncoiled,102454,2337078194
whittle,7239,whittled,322569,2335076991
gang,11741,ganged,198722,2333195002
sidetrack,14300,sidetracked,163069,2331886700
brutalize,14942,brutalized,155499,2323466058
tent,18212,tented,126949,2311995188
blame,245,blamed,9428257,2309922965
disavow,3894,disavowed,590451,2299216194
leak,1316,leaked,1744484,2295740944
hoof,66767,hoofed,34374,2295048858
spiral,5492,spiralled,417337,2292014804
film,1455,filmed,1573401,2289298455
autoclave,14476,autoclaved,157871,2285340596
subserve,6573,subserved,347685,2285333505
commandeer,9178,commandeered,248795,2283440510
salve,15376,salved,148131,2277662256
entomb,13274,entombed,171449,2275814026
boom,2569,boomed,885087,2273788503
journey,1633,journeyed,1391812,2272828996
slick,27314,slicked,83104,2269902656
decelerate,10719,decelerated,210282,2254012758
skate,2799,skated,803296,2248425504
glimpse,3512,glimpsed,640059,2247887208
grass,22025,grassed,101773,2241550325
attaint,15783,attainted,141843,2238708069
veneer,28465,veneered,78580,2236779700
gown,35942,gowned,62102,2232070084
candy,16353,candied,135977,2223631881
ransack,5799,ransacked,382570,2218523430
nestle,2606,nestled,850867,2217359402
dialyze,18451,dialyzed,119848,2211315448
trumpet,7819,trumpeted,282254,2206944026
disassociate,10167,disassociated,216793,2204134431
quiver,1467,quivered,1495279,2193574293
intubate,24071,intubated,90833,2186441143
indorse,4305,indorsed,506516,2180551380
embrace,191,embraced,11414942,2180253922
air,1604,aired,1357224,2176987296
chastise,3027,chastised,716556,2169015012
exfoliate,29540,exfoliated,73397,2168147380
stockpile,12027,stockpiled,180232,2167650264
theorize,2535,theorized,854480,2166106800
prefigure,5758,prefigured,375777,2163723966
